Time, Nose_X, Nose_Y, Nose_Z
8.580856,0.2376857,-0.4551918,1.544213
8.606754,0.2284668,-0.4577102,1.547505
8.640844,0.2175973,-0.4590154,1.55252
8.677922,0.2053242,-0.4598521,1.5574
8.709458,0.190999,-0.4605478,1.561378
8.741909,0.1747971,-0.4597783,1.566186
8.778449,0.1561394,-0.4580101,1.57004
8.814566,0.1354123,-0.4552073,1.57426
8.850333,0.1132543,-0.451197,1.578911
8.883898,0.0904875,-0.4474404,1.582841
8.919714,0.06723069,-0.4434683,1.586879
8.955318,0.04392419,-0.4407957,1.590036
8.986584,0.01594588,-0.4394416,1.593242
9.018457,-0.01125055,-0.4394905,1.596472
9.054518,-0.03642115,-0.441339,1.599265
9.092321,-0.05950863,-0.4434597,1.601422
9.124497,-0.07575385,-0.4461885,1.603677
9.160652,-0.09080707,-0.4490222,1.605704
9.196793,-0.1045598,-0.4510553,1.6072
9.231955,-0.1168752,-0.4534209,1.609069
9.264508,-0.1277869,-0.4555106,1.610116
9.305629,-0.1365755,-0.4571642,1.610593
9.338034,-0.142566,-0.4589499,1.611336
9.377733,-0.1484758,-0.4610307,1.611646
9.41039,-0.1527379,-0.4631305,1.612251
9.445821,-0.1559843,-0.4649068,1.613295
9.48117,-0.1589696,-0.4663047,1.614552
9.516063,-0.160192,-0.4669264,1.615866
9.548945,-0.1605908,-0.4663561,1.615948
9.585188,-0.1598568,-0.4650126,1.615442
9.616914,-0.1587497,-0.4642014,1.614608
9.652282,-0.1562233,-0.4621366,1.614
9.687609,-0.153076,-0.4607079,1.613831
9.724254,-0.1463522,-0.4596311,1.613325
9.759755,-0.1375532,-0.4577185,1.612886
9.789574,-0.1266294,-0.4572871,1.612012
9.825217,-0.1132493,-0.4566187,1.610742
9.862797,-0.1010337,-0.4557138,1.609011
9.890396,-0.08749203,-0.455514,1.606549
9.925343,-0.07244126,-0.4540673,1.603447
9.962103,-0.05647942,-0.4526954,1.60011
9.996546,-0.03777244,-0.4523003,1.597443
10.03042,-0.01760023,-0.4511634,1.594259
10.06721,0.003068414,-0.4510788,1.590574
10.09803,0.02461559,-0.4526318,1.587085
10.13323,0.04426256,-0.4534522,1.581628
10.16539,0.06386522,-0.4555024,1.577601
10.20196,0.08224527,-0.4576634,1.574669
10.23393,0.09938576,-0.4582559,1.571015
10.26677,0.1161923,-0.4596159,1.568052
10.302,0.1300784,-0.4602757,1.563203
10.33659,0.1428462,-0.4609074,1.556885
10.36825,0.1534557,-0.4621145,1.550672
10.40073,0.1619738,-0.4630443,1.544229
10.43485,0.1685519,-0.4648354,1.537365
10.46677,0.1700674,-0.4658619,1.530025
10.50285,0.1679648,-0.4665652,1.522006
10.53932,0.1617815,-0.4679114,1.513963
10.56759,0.1479504,-0.4706746,1.505161
10.60214,0.1305231,-0.4752004,1.49763
10.63823,0.1104649,-0.4800917,1.492425
10.67084,0.08841462,-0.4846284,1.489475
10.70253,0.07105947,-0.486031,1.489944
10.73447,0.05727809,-0.486253,1.49108
10.76969,0.04469599,-0.4869279,1.493229
10.80246,0.03582906,-0.4859145,1.494338
10.83547,0.0287329,-0.4856312,1.494888
10.86823,0.0222608,-0.4848144,1.495171
10.90223,0.01813091,-0.4833965,1.493998
10.93581,0.0138376,-0.4826731,1.493469
10.97163,0.01004895,-0.4822446,1.492682
11.00445,0.007022196,-0.4821029,1.491786
11.0358,0.004865384,-0.4815797,1.490651
11.06726,0.003853884,-0.4811021,1.488858
11.10086,0.002831286,-0.4800783,1.486985
11.13691,0.002380085,-0.4789947,1.485706
11.16946,0.002551973,-0.4779879,1.484005
11.20202,0.003046641,-0.4768263,1.482173
11.23534,0.004733971,-0.4758598,1.480167
11.26714,0.007742554,-0.474726,1.477005
11.29912,0.01278804,-0.4735286,1.472982
11.33573,0.01991081,-0.4722002,1.468681
11.36849,0.03012943,-0.4711372,1.463376
11.40331,0.04575327,-0.4692336,1.458575
11.43489,0.06347615,-0.4669497,1.455335
11.46721,0.08276545,-0.4652967,1.454158
11.50043,0.1031948,-0.4634888,1.455862
11.53296,0.1201132,-0.4623871,1.460457
11.56502,0.1346587,-0.4614366,1.466164
11.6018,0.1460103,-0.4602442,1.471583
11.63521,0.1531207,-0.4581355,1.477355
11.66653,0.1572966,-0.4564258,1.480622
11.70225,0.1592599,-0.4550387,1.482849
11.7343,0.1604751,-0.4537049,1.485172
11.77205,0.1608565,-0.4534136,1.486359
11.80022,0.1609916,-0.4530793,1.487831
11.83644,0.1610406,-0.4527093,1.489791
11.86888,0.1608651,-0.4525029,1.49151
11.90168,0.1604337,-0.4523236,1.493689
11.93469,0.1598993,-0.4523046,1.495905
11.96663,0.1591682,-0.452275,1.497546
11.99945,0.1581323,-0.4523855,1.498381
12.03461,0.1568189,-0.4526851,1.4988
12.06953,0.1554749,-0.4531232,1.499141
12.1021,0.1542844,-0.4540841,1.499943
12.13721,0.1532226,-0.4544524,1.501375
12.16864,0.1524066,-0.4550777,1.503058
12.20041,0.1511514,-0.4557114,1.505396
12.23272,0.1495852,-0.4556459,1.508106
12.26457,0.1474739,-0.4564552,1.510822
12.30231,0.144991,-0.45729,1.513537
12.33715,0.1420376,-0.4577949,1.515861
12.37287,0.1387753,-0.4585813,1.517984
12.40598,0.1352796,-0.4590485,1.520098
12.44184,0.1320929,-0.4595458,1.52158
12.47759,0.129022,-0.4599706,1.522744
12.50935,0.1264607,-0.4604624,1.523998
12.54068,0.1243753,-0.4610987,1.525015
12.5807,0.1222826,-0.4614456,1.52636
12.61509,0.1214508,-0.4615575,1.527816
12.65102,0.1206736,-0.4617918,1.528679
12.68062,0.1199018,-0.4618335,1.528973
12.71468,0.1194978,-0.4616674,1.52893
12.75219,0.1183099,-0.4621309,1.527776
12.78899,0.1167945,-0.4620241,1.526162
12.82606,0.1153763,-0.4618205,1.524781
12.85867,0.1133665,-0.4611394,1.523053
12.89363,0.1110611,-0.4608605,1.521843
12.92839,0.1090946,-0.4604707,1.521081
12.96105,0.1070388,-0.4606469,1.520029
12.99606,0.1048602,-0.4609542,1.518725
13.03269,0.102599,-0.4608335,1.517032
13.06991,0.1005417,-0.462172,1.514569
13.10131,0.09804185,-0.4633548,1.511808
13.13727,0.09450041,-0.4658052,1.508219
13.17013,0.09069537,-0.4676676,1.504996
13.20632,0.08573696,-0.4688059,1.501735
13.23573,0.08023711,-0.4700263,1.497638
13.27192,0.07596908,-0.4707284,1.494137
13.30562,0.07255937,-0.4719794,1.490112
13.33922,0.0693699,-0.4726172,1.486158
13.37295,0.0677276,-0.4725914,1.483768
13.40671,0.06619344,-0.4724799,1.481537
13.43851,0.06476501,-0.4723763,1.480019
13.46758,0.06435982,-0.4727868,1.47862
13.50691,0.06349436,-0.4736091,1.476867
13.53896,0.06299005,-0.4738983,1.475691
13.57178,0.06298053,-0.4743256,1.474321
13.60476,0.06323342,-0.4740795,1.474068
13.64073,0.06430486,-0.4733792,1.473961
13.67714,0.06591047,-0.4731766,1.474156
13.70732,0.06717975,-0.4730845,1.474002
13.74188,0.06818336,-0.4735287,1.473116
13.78078,0.06941996,-0.4742892,1.472721
13.81378,0.07109591,-0.4743751,1.473116
13.84774,0.07370307,-0.4745346,1.474087
13.88325,0.0768378,-0.4749908,1.475679
13.91567,0.08079533,-0.4751776,1.477092
13.94834,0.08374704,-0.4761803,1.477793
13.98483,0.08658911,-0.4769148,1.478442
14.02019,0.08986078,-0.4775289,1.478573
14.05542,0.092842,-0.4782571,1.478687
14.08875,0.09730649,-0.4780427,1.478039
14.12462,0.1012399,-0.4776684,1.47725
14.15798,0.1036143,-0.4775347,1.474119
14.1892,0.1032854,-0.4771468,1.470145
14.22526,0.1018335,-0.4770052,1.464264
14.26087,0.09872963,-0.4771422,1.456447
14.29628,0.09512426,-0.4769914,1.44805
14.32513,0.0925857,-0.4776173,1.436872
14.36231,0.08639804,-0.4775699,1.425313
14.39546,0.08068158,-0.4749921,1.412577
14.42864,0.07408869,-0.4720182,1.399508
14.46643,0.06588598,-0.4695258,1.383926
14.50481,0.06232357,-0.4645008,1.36594
14.53022,0.05510441,-0.4580387,1.347232
14.56343,0.0486088,-0.4488665,1.328283
14.60013,0.04241563,-0.4373607,1.310562
14.63641,0.03562828,-0.4307417,1.29649
14.6676,0.02979633,-0.4255907,1.279797
14.70423,0.02675279,-0.4220282,1.265762
14.74207,0.0238651,-0.4183915,1.245659
14.77656,0.02184369,-0.4146439,1.222054
14.81421,0.02439305,-0.4143127,1.202441
14.84681,0.02540123,-0.4157222,1.18353
14.88603,0.02897569,-0.4201424,1.173027
14.91851,0.03134716,-0.424068,1.166322
14.95566,0.03296145,-0.4271728,1.161729
14.99181,0.03478493,-0.4302893,1.156718
15.02774,0.03584,-0.4322838,1.15378
15.06196,0.03638666,-0.4330713,1.153262
15.0959,0.03727732,-0.4335731,1.153189
15.1333,0.03914222,-0.4349369,1.151575
15.16558,0.04141168,-0.4356135,1.149952
15.19862,0.04442751,-0.4360525,1.148404
15.23563,0.04101624,-0.4427566,1.200851
15.26984,0.03591045,-0.4510112,1.257976
15.30545,0.03237126,-0.4588267,1.315606
15.34143,0.05425134,-0.4448651,1.314461
15.37942,0.0820173,-0.424413,1.26085
15.41149,0.1098289,-0.4012944,1.204568
15.45073,0.1353894,-0.3791204,1.148415
15.49079,0.13474,-0.3794907,1.14995
15.52648,0.1340233,-0.3799298,1.150187
15.56392,0.133665,-0.380191,1.150621
15.60278,0.1333406,-0.3803685,1.150907
15.63979,0.1333109,-0.3804789,1.151085
15.67235,0.1333287,-0.3805536,1.151291
15.71234,0.133415,-0.3805457,1.151024
15.74775,0.1334437,-0.380425,1.151004
15.78468,0.1333768,-0.3802368,1.150951
15.82269,0.1331359,-0.3799373,1.151153
15.85556,0.1328213,-0.3795901,1.152673
15.89816,0.1322166,-0.3790158,1.154624
15.92947,0.1308639,-0.3783286,1.158321
15.96351,0.1295067,-0.3776928,1.162686
16.00144,0.1281679,-0.3771846,1.167072
16.03782,0.1270494,-0.3768222,1.171866
16.0792,0.1265057,-0.3765793,1.175699
16.11243,0.1503406,-0.389138,1.202343
16.14848,0.1732656,-0.4015834,1.228107
16.18604,0.1991446,-0.4159294,1.255101
16.22135,0.2247932,-0.4299376,1.281023
16.25937,0.2262,-0.4323009,1.284783
16.29473,0.2289061,-0.4367518,1.291336
16.32807,0.2300786,-0.4372159,1.30012
16.36395,0.2358175,-0.438043,1.317255
16.39456,0.2421135,-0.4378187,1.338677
16.43008,0.2513255,-0.4355739,1.363353
16.46973,0.2609288,-0.4363659,1.38843
16.50103,0.2672252,-0.4368595,1.410055
16.53407,0.2736885,-0.4378743,1.430211
16.56527,0.2766986,-0.4393449,1.448526
16.60163,0.2777202,-0.441303,1.465508
16.63111,0.2773639,-0.4445259,1.481987
16.67001,0.2759299,-0.4488311,1.496991
16.69552,0.2729845,-0.4533506,1.511039
16.7258,0.2696743,-0.4574726,1.524621
16.75912,0.265598,-0.4614636,1.537043
16.79141,0.2604442,-0.4641822,1.5489
16.82597,0.2548833,-0.4667226,1.559849
16.85799,0.2497472,-0.4694157,1.568618
16.89598,0.245029,-0.4721116,1.57618
16.93141,0.2414398,-0.4746585,1.583591
16.9624,0.2375734,-0.4773057,1.586575
16.99501,0.2278486,-0.4703489,1.584433
17.02619,0.2236005,-0.4729272,1.590779
17.06544,0.2191206,-0.4730464,1.593952
17.10083,0.2183397,-0.4766973,1.600386
17.13303,0.2260228,-0.4905981,1.611339
17.16581,0.2276855,-0.4915937,1.610467
17.19875,0.2294523,-0.4945391,1.60942
17.23265,0.2287885,-0.4926748,1.606225
17.26359,0.2248913,-0.4902868,1.601218
17.30341,0.2208543,-0.4889476,1.596063
17.33463,0.2171967,-0.4878663,1.59177
17.36739,0.2120948,-0.4866397,1.585768
17.39946,0.2069337,-0.4846069,1.580869
17.43183,0.2035533,-0.4841756,1.574924
17.46589,0.1996441,-0.4840462,1.567366
17.50274,0.1986943,-0.4851266,1.561526
17.53643,0.1986937,-0.4861613,1.554064
17.56826,0.1969244,-0.4860022,1.546415
17.60041,0.1955067,-0.4842542,1.538575
17.63418,0.1950185,-0.4821458,1.530115
17.66976,0.1956737,-0.4871949,1.524492
17.70392,0.198474,-0.4941182,1.521111
17.73723,0.2025108,-0.5143756,1.550429
17.76527,0.2091346,-0.5335418,1.575081
17.80255,0.2189684,-0.5415016,1.593057
17.83477,0.2323325,-0.5346214,1.587605
17.86619,0.2469439,-0.5224372,1.553518
17.8942,0.2605982,-0.505982,1.523807
17.93293,0.2729198,-0.489823,1.496564
17.96564,0.2841383,-0.4872485,1.492346
17.99827,0.2971129,-0.478612,1.485614
18.03183,0.3104455,-0.4766542,1.479945
18.06733,0.324258,-0.4782304,1.477422
18.09868,0.338827,-0.481032,1.474949
18.13072,0.3529202,-0.4831094,1.471339
18.16549,0.3667528,-0.4837332,1.468403
18.19843,0.3795483,-0.4838491,1.465118
18.23043,0.3906707,-0.4824618,1.463373
18.26702,0.3999906,-0.4807288,1.461596
18.2993,0.4066253,-0.478007,1.457661
18.33489,0.4104901,-0.474902,1.452359
18.36587,0.4104479,-0.4730278,1.444474
18.40099,0.4068457,-0.4712605,1.437107
18.43283,0.4015304,-0.4706113,1.431607
18.4682,0.395762,-0.4711353,1.427598
18.5,0.3914499,-0.4712358,1.42558
18.53201,0.3885906,-0.4719049,1.424716
18.56718,0.3842167,-0.4731097,1.423074
18.60141,0.3797163,-0.4741096,1.421163
18.63199,0.374343,-0.4752145,1.418752
18.66506,0.3688431,-0.4755547,1.416854
18.69833,0.3661618,-0.4750297,1.416461
18.74112,0.3640443,-0.4744095,1.416847
18.76039,0.3608006,-0.4738078,1.417098
18.79517,0.3580789,-0.4737817,1.416815
18.82638,0.3552321,-0.4741773,1.416276
18.86209,0.3503294,-0.4754187,1.414415
18.89906,0.3451248,-0.4768795,1.413455
18.92785,0.3392622,-0.4782856,1.412394
18.96461,0.332825,-0.4795988,1.411105
18.99188,0.3289821,-0.4784117,1.412136
19.02887,0.3272232,-0.4770295,1.413687
19.06634,0.3271355,-0.475549,1.415001
19.09498,0.3275251,-0.473402,1.416992
19.13222,0.3281756,-0.4727092,1.418617
19.16409,0.3304376,-0.4716907,1.419605
19.20087,0.3333853,-0.4709151,1.421044
19.23401,0.3386177,-0.4697675,1.423136
19.26575,0.3453889,-0.4682386,1.42549
19.29973,0.3537271,-0.4665431,1.428864
19.33069,0.3613969,-0.4647714,1.432714
19.36525,0.3693419,-0.4644043,1.437037
19.40137,0.3764043,-0.4646805,1.440997
19.4294,0.3814214,-0.4649282,1.444528
19.46621,0.3857185,-0.465613,1.447768
19.49885,0.3877547,-0.4660345,1.449449
19.53439,0.3893213,-0.466105,1.451262
19.56777,0.390824,-0.4665433,1.452835
19.60051,0.3926525,-0.4664652,1.454361
19.63378,0.3946157,-0.4659005,1.45638
19.6654,0.3963113,-0.4653921,1.457937
19.69747,0.3980016,-0.4639274,1.46006
19.73384,0.3995109,-0.4624976,1.462877
19.76135,0.4012032,-0.4612214,1.466209
19.79255,0.4026768,-0.4604438,1.469234
19.82531,0.4036801,-0.4607283,1.472094
19.86273,0.4049229,-0.4608425,1.47678
19.90002,0.4062283,-0.4609726,1.479769
19.93526,0.4071586,-0.4614084,1.483023
19.96845,0.4082395,-0.4618613,1.486809
20.00019,0.4082184,-0.4626872,1.487877
20.03476,0.4074136,-0.4640658,1.489809
20.07142,0.4065185,-0.4651652,1.491928
20.10197,0.4050496,-0.4670931,1.492274
20.13416,0.4040136,-0.4687088,1.493439
20.16954,0.4034771,-0.4704892,1.495146
20.19666,0.4035989,-0.4720736,1.497509
20.233,0.4040735,-0.4726776,1.500638
20.26977,0.4049598,-0.473444,1.503583
20.30245,0.4057604,-0.4738549,1.505565
20.33454,0.4067392,-0.4740726,1.507396
20.367,0.4075655,-0.4740604,1.508745
20.40422,0.4085092,-0.4746035,1.509579
20.43289,0.4093089,-0.4751031,1.511085
20.46975,0.4094803,-0.4757076,1.511341
20.50203,0.4073262,-0.4750724,1.513269
20.53446,0.4021439,-0.4723397,1.516356
20.56793,0.3972365,-0.4698982,1.519001
20.60231,0.3938849,-0.4685898,1.520906
20.63417,0.3931738,-0.4689296,1.521192
20.67096,0.3959296,-0.4711087,1.516932
20.70271,0.3979498,-0.4730458,1.511654
20.73504,0.3979811,-0.473429,1.5071
20.76754,0.3973664,-0.4733834,1.502892
20.80153,0.3960816,-0.4730379,1.501205
20.83519,0.3950973,-0.4723687,1.500464
20.87832,0.3950609,-0.472012,1.500242
20.90559,0.3954499,-0.4715284,1.498998
20.93461,0.3966575,-0.477677,1.498663
20.9689,0.3903625,-0.4805032,1.482468
21.0055,0.3802178,-0.4728363,1.4655
21.03444,0.3802257,-0.4738702,1.465659
21.06681,0.3797106,-0.4677845,1.465445
21.10352,0.3868872,-0.4652463,1.481121
21.13561,0.3977826,-0.4735828,1.496811
21.16684,0.3986339,-0.4735334,1.496151
21.20257,0.3982665,-0.4736649,1.49397
21.23428,0.397913,-0.473792,1.491771
21.27051,0.3973162,-0.4736405,1.489948
21.30342,0.3967202,-0.4734892,1.488123
21.33944,0.3967775,-0.4735883,1.487986
21.37534,0.3968304,-0.4736784,1.487871
21.40666,0.3969917,-0.4736177,1.48771
21.43823,0.3977231,-0.4722186,1.4857
21.4778,0.3988788,-0.4706027,1.483711
21.50982,0.4009631,-0.4689194,1.482243
21.54298,0.4043726,-0.4677307,1.482046
21.57918,0.4077927,-0.4679797,1.483607
21.61122,0.4112563,-0.4683687,1.485194
21.6451,0.4146874,-0.469005,1.487013
21.67835,0.4170654,-0.4689109,1.488128
21.71781,0.4199294,-0.4687815,1.491098
21.74867,0.4221883,-0.4682435,1.494008
21.78358,0.412078,-0.460592,1.480247
21.81466,0.4124902,-0.4622479,1.476456
21.84554,0.4143707,-0.4633396,1.473734
21.87815,0.4155149,-0.4647406,1.471469
21.91063,0.4282265,-0.4730694,1.484631
21.94374,0.430079,-0.4721755,1.487085
21.98317,0.4299641,-0.4712253,1.486697
22.01393,0.430659,-0.4709145,1.486029
22.05076,0.4305837,-0.4704645,1.485029
22.07977,0.4300577,-0.4701084,1.484502
22.11655,0.4288268,-0.4703592,1.484025
22.14651,0.4274844,-0.4702043,1.483575
